Member_number,Date,itemDescription,Day,Season,Vacation
3834,21/03/2014,chocolate marshmallow,Wed,Winter,Yes
4493,29/11/2014,margarine,Thu,Winter,Yes
2843,6/06/2014,rolls/buns,Fri,Winter,Yes
1754,20/04/2014,cream cheese ,Sat,Winter,Yes
2107,30/10/2014,canned beer,Sun,Winter,Yes
4157,1/04/2014,frozen meals,Mon,Winter,Yes
2029,15/07/2014,cake bar,Tue,Winter,Yes
1122,25/09/2014,dishes,Wed,Winter,Yes
2993,24/06/2014,shopping bags,Thu,Winter,Yes
4938,13/10/2014,mayonnaise,Fri,Winter,Yes
2753,7/07/2014,butter,Sat,Winter,Yes
3450,3/04/2014,soda,Sun,Winter,Yes
4745,14/08/2014,pastry,Mon,Winter,Yes
2520,18/12/2014,other vegetables,Tue,Winter,Yes
1260,9/07/2014,curd,Wed,Winter,Yes
4121,21/04/2014,other vegetables,Thu,Winter,Yes
3145,16/08/2014,candy,Fri,Winter,Yes
3479,10/05/2014,pastry,Sat,Winter,Yes
1166,17/02/2014,brown bread,Sun,Winter,Yes
3021,22/06/2014,onions,Mon,Winter,Yes
2489,6/02/2014,rolls/buns,Tue,Winter,Yes
3343,16/06/2014,rolls/buns,Wed,Winter,Yes
3028,4/01/2014,butter,Thu,Winter,Yes
4866,29/06/2014,soda,Fri,Winter,Yes
4943,1/05/2014,other vegetables,Sat,Winter,Yes
1636,8/08/2014,liquor (appetizer),Sun,Winter,Yes
3593,21/09/2014,rolls/buns,Mon,Winter,Yes
2835,23/07/2014,cream cheese ,Tue,Winter,Yes
1383,24/03/2014,whipped/sour cream,Wed,Winter,Yes
2545,26/05/2014,whole milk,Thu,Winter,Yes
4719,28/09/2014,coffee,Fri,Winter,Yes
2065,20/07/2014,pastry,Sat,Winter,Yes
2941,13/06/2014,beverages,Sun,Winter,Yes
4430,21/05/2014,cream cheese ,Mon,Winter,Yes
4019,18/05/2014,bottled water,Tue,Winter,Yes
1407,10/09/2014,domestic eggs,Wed,Winter,Yes
2960,3/09/2014,canned beer,Thu,Winter,Yes
1343,7/02/2014,other vegetables,Fri,Winter,Yes
4715,31/01/2014,softener,Sat,Winter,Yes
3174,10/11/2014,butter milk,Sun,Winter,Yes
1623,7/12/2014,rolls/buns,Mon,Winter,Yes
2506,27/02/2014,chocolate,Tue,Winter,Yes
4799,1/04/2014,frozen fish,Wed,Winter,Yes
2360,9/07/2014,napkins,Thu,Winter,Yes
4822,21/08/2014,coffee,Fri,Winter,Yes
1554,4/02/2014,curd,Sat,Winter,Yes
1867,18/03/2014,frozen vegetables,Sun,Winter,Yes
2148,20/11/2014,domestic eggs,Mon,Winter,Yes
3863,19/07/2014,whipped/sour cream,Tue,Winter,Yes
1010,23/08/2014,specialty bar,Wed,Winter,Yes
2768,5/05/2014,baking powder,Thu,Winter,Yes
2218,6/11/2014,pot plants,Fri,Winter,Yes
3785,16/08/2014,frozen fish,Sat,Winter,Yes
4823,5/01/2014,frozen meals,Sun,Winter,Yes
1475,5/03/2014,kitchen towels,Mon,Winter,Yes
1052,15/01/2014,grapes,Tue,Winter,Yes
2565,16/09/2014,jam,Wed,Winter,Yes
4259,23/07/2014,yogurt,Thu,Winter,Yes
1061,31/07/2014,hard cheese,Fri,Winter,Yes
4001,11/06/2014,soda,Sat,Winter,Yes
1620,21/07/2014,cream cheese ,Sun,Winter,Yes
3458,27/06/2014,mustard,Mon,Winter,Yes
2178,11/10/2014,male cosmetics,Tue,Winter,Yes
1995,14/06/2014,yogurt,Wed,Winter,Yes
2161,24/09/2014,margarine,Thu,Winter,Yes
3349,12/07/2014,herbs,Fri,Winter,Yes
3742,26/09/2014,shopping bags,Sat,Winter,Yes
1244,24/11/2014,soda,Sun,Winter,Yes
3609,13/05/2014,rolls/buns,Mon,Winter,Yes
2375,31/03/2014,dog food,Tue,Winter,Yes
2974,24/05/2014,frozen vegetables,Wed,Winter,Yes
3030,6/12/2014,whole milk,Thu,Winter,Yes
3737,22/12/2014,other vegetables,Fri,Winter,Yes
3619,15/03/2014,dessert,Sat,Winter,Yes
3705,28/02/2014,herbs,Sun,Winter,Yes
3974,25/08/2014,bottled water,Mon,Winter,Yes
1798,6/10/2014,hamburger meat,Tue,Winter,Yes
3272,18/04/2014,canned beer,Wed,Winter,Yes
2666,26/05/2014,chocolate,Thu,Winter,Yes
2717,2/01/2014,fruit/vegetable juice,Fri,Winter,Yes
1095,25/03/2014,shopping bags,Sat,Winter,Yes
1480,22/12/2014,bottled water,Sun,Winter,Yes
2865,23/09/2014,processed cheese,Mon,Winter,Yes
1482,22/10/2014,brown bread,Tue,Winter,Yes
3184,20/04/2014,berries,Wed,Winter,Yes
1468,21/08/2014,salty snack,Thu,Winter,Yes
4077,25/12/2014,sauces,Fri,Winter,Yes
3888,16/10/2014,butter,Sat,Winter,Yes
3972,7/04/2014,butter,Sun,Winter,Yes
2967,27/05/2014,oil,Mon,Winter,Yes
3380,16/08/2014,other vegetables,Tue,Winter,Yes
2207,3/12/2014,coffee,Wed,Winter,Yes
3600,8/04/2014,pickled vegetables,Thu,Winter,Yes
4618,9/07/2014,sliced cheese,Fri,Winter,Yes
2680,16/03/2014,frozen meals,Sat,Winter,Yes
1651,23/03/2014,dishes,Sun,Winter,Yes
2934,22/03/2014,fruit/vegetable juice,Mon,Winter,Yes
2860,15/09/2014,waffles,Tue,Winter,Yes
1307,1/11/2014,rolls/buns,Wed,Winter,Yes
4628,15/12/2014,UHT-milk,Thu,Winter,Yes
1240,27/11/2014,shopping bags,Fri,Winter,Yes
3666,14/06/2014,bottled water,Sat,Winter,Yes
4008,14/10/2014,shopping bags,Sun,Winter,Yes
3386,7/08/2014,baking powder,Mon,Winter,Yes
2472,19/06/2014,sugar,Tue,Winter,Yes
1323,18/06/2014,whole milk,Wed,Winter,Yes
1654,8/09/2014,butter,Thu,Winter,Yes
3620,17/05/2014,berries,Fri,Winter,Yes
4952,3/09/2014,specialty chocolate,Sat,Winter,Yes
3966,7/01/2014,canned beer,Sun,Winter,Yes
1964,23/03/2014,other vegetables,Mon,Winter,Yes
2504,16/12/2014,waffles,Tue,Winter,Yes
4500,4/02/2014,cat food,Wed,Winter,Yes
1454,3/05/2014,fruit/vegetable juice,Thu,Winter,Yes
1066,1/02/2014,bottled beer,Fri,Winter,Yes
3692,9/01/2014,salty snack,Sat,Winter,Yes
2445,17/04/2014,pastry,Sun,Winter,Yes
1860,31/01/2014,rolls/buns,Mon,Winter,Yes
1153,19/08/2014,cake bar,Tue,Winter,Yes
3317,10/08/2014,soda,Wed,Winter,Yes
1957,20/03/2014,berries,Thu,Winter,Yes
4303,28/11/2014,specialty bar,Fri,Winter,Yes
3556,4/10/2014,brown bread,Sat,Winter,Yes
1282,4/05/2014,shopping bags,Sun,Winter,Yes
4034,29/08/2014,specialty bar,Mon,Winter,Yes
2807,17/07/2014,beverages,Tue,Winter,Yes
2232,25/01/2014,dessert,Wed,Winter,Yes
2303,12/06/2014,hair spray,Thu,Winter,Yes
2050,20/10/2014,rolls/buns,Fri,Winter,Yes
3381,5/12/2014,coffee,Sat,Winter,Yes
3402,17/05/2014,coffee,Sun,Winter,Yes
3072,12/11/2014,dessert,Mon,Winter,Yes
3381,30/10/2014,hygiene articles,Tue,Winter,Yes
1367,31/01/2014,bottled beer,Wed,Winter,Yes
1895,23/01/2014,whipped/sour cream,Thu,Winter,Yes
3267,14/11/2014,soda,Fri,Winter,Yes
4192,17/02/2014,canned beer,Sat,Winter,Yes
2274,4/12/2014,curd,Sun,Winter,Yes
4430,3/10/2014,whipped/sour cream,Mon,Winter,Yes
4329,23/10/2014,dessert,Tue,Winter,Yes
1922,30/05/2014,whipped/sour cream,Wed,Winter,Yes
2154,14/08/2014,onions,Thu,Winter,Yes
4523,6/08/2014,canned beer,Fri,Winter,Yes
1136,2/05/2014,flower (seeds),Sat,Winter,Yes
3439,27/04/2014,soda,Sun,Winter,Yes
2980,27/11/2014,shopping bags,Mon,Winter,Yes
2509,17/08/2014,other vegetables,Tue,Winter,Yes
4845,10/07/2014,fruit/vegetable juice,Wed,Winter,Yes
3589,24/07/2014,fruit/vegetable juice,Thu,Winter,Yes
4505,18/01/2014,other vegetables,Fri,Winter,Yes
2744,6/05/2014,frozen vegetables,Sat,Winter,Yes
4236,4/03/2014,curd,Sun,Winter,Yes
3928,7/08/2014,shopping bags,Mon,Winter,Yes
1207,28/04/2014,pickled vegetables,Tue,Winter,Yes
2578,19/04/2014,rolls/buns,Wed,Winter,Yes
1553,9/05/2014,soda,Thu,Winter,Yes
3942,1/01/2014,yogurt,Fri,Winter,Yes
1583,27/11/2014,dessert,Sat,Winter,Yes
2133,24/05/2014,cat food,Sun,Winter,Yes
4860,14/11/2014,newspapers,Mon,Winter,Yes
4548,9/10/2014,onions,Tue,Winter,Yes
2610,1/01/2014,bottled beer,Wed,Winter,Yes
2344,22/02/2014,napkins,Thu,Winter,Yes
2920,12/05/2014,rolls/buns,Fri,Winter,Yes
3847,14/03/2014,domestic eggs,Sat,Winter,Yes
1991,31/10/2014,butter,Sun,Winter,Yes
2241,17/02/2014,frozen vegetables,Mon,Winter,Yes
2794,18/02/2014,whole milk,Tue,Winter,Yes
3871,5/10/2014,salty snack,Wed,Winter,Yes
4085,15/04/2014,potato products,Thu,Winter,Yes
3964,11/03/2014,bottled water,Fri,Winter,Yes
1111,24/10/2014,flour,Sat,Winter,Yes
1294,14/08/2014,soda,Sun,Winter,Yes
1338,11/08/2014,whole milk,Mon,Winter,Yes
1079,7/10/2014,bottled water,Tue,Winter,Yes
1794,14/04/2014,yogurt,Wed,Winter,Yes
4715,10/11/2014,margarine,Thu,Winter,Yes
4694,1/06/2014,whipped/sour cream,Fri,Winter,Yes
4156,19/08/2014,candles,Sat,Winter,Yes
4264,16/03/2014,butter milk,Sun,Winter,Yes
1732,3/04/2014,canned beer,Mon,Winter,Yes
1161,26/01/2014,newspapers,Tue,Winter,Yes
4058,7/02/2014,flour,Wed,Winter,Yes
4183,8/10/2014,ice cream,Thu,Winter,Yes
4371,29/03/2014,canned beer,Fri,Winter,Yes
3218,6/01/2014,dishes,Sat,Winter,Yes
3094,2/07/2014,brown bread,Sun,Winter,Yes
2082,10/10/2014,butter,Mon,Winter,Yes
3015,31/01/2014,bottled water,Tue,Winter,Yes
4582,22/06/2014,newspapers,Wed,Winter,Yes
4851,20/05/2014,spread cheese,Thu,Winter,Yes
3766,20/02/2014,nuts/prunes,Fri,Winter,Yes
4199,5/04/2014,specialty cheese,Sat,Winter,Yes
3663,28/08/2014,margarine,Sun,Winter,Yes
2044,17/03/2014,butter,Mon,Winter,Yes
1566,30/01/2014,waffles,Tue,Winter,Yes
3698,22/09/2014,whole milk,Wed,Winter,Yes
3815,30/01/2014,margarine,Thu,Winter,Yes
4634,10/05/2014,oil,Fri,Winter,Yes
2051,3/12/2014,other vegetables,Sat,Winter,Yes
2252,17/12/2014,spices,Sun,Winter,Yes
4502,4/06/2014,sugar,Mon,Winter,Yes
2169,25/06/2014,pickled vegetables,Tue,Winter,Yes
3237,7/08/2014,rolls/buns,Wed,Winter,Yes
1999,31/05/2014,butter,Thu,Winter,Yes
2175,2/11/2014,whipped/sour cream,Fri,Winter,Yes
4177,5/02/2014,fruit/vegetable juice,Sat,Winter,Yes
2014,8/08/2014,white bread,Sun,Winter,Yes
2991,22/04/2014,specialty cheese,Mon,Winter,Yes
3334,9/01/2014,white wine,Tue,Winter,Yes
1580,24/02/2014,mustard,Wed,Winter,Yes
4094,14/07/2014,other vegetables,Thu,Winter,Yes
4163,5/11/2014,sugar,Fri,Winter,Yes
2991,1/03/2014,soda,Sat,Winter,Yes
4744,23/12/2014,yogurt,Sun,Winter,Yes
3896,2/04/2014,spread cheese,Mon,Winter,Yes
2560,19/04/2014,yogurt,Tue,Winter,Yes
2236,7/01/2014,soda,Wed,Winter,Yes
2778,29/06/2014,soda,Thu,Winter,Yes
3960,14/05/2014,whipped/sour cream,Fri,Winter,Yes
2258,21/01/2014,butter,Sat,Winter,Yes
4286,22/11/2014,canned beer,Sun,Winter,Yes
2239,23/11/2014,other vegetables,Mon,Winter,Yes
4728,11/06/2014,soda,Tue,Winter,Yes
3439,28/03/2014,newspapers,Wed,Winter,Yes
3353,13/07/2014,UHT-milk,Thu,Winter,Yes
2127,19/11/2014,margarine,Fri,Winter,Yes
1513,29/05/2014,sparkling wine,Sat,Winter,Yes
1134,11/05/2014,brown bread,Sun,Winter,Yes
1286,26/04/2014,domestic eggs,Mon,Winter,Yes
1123,9/08/2014,oil,Tue,Winter,Yes
4327,5/08/2014,soda,Wed,Winter,Yes
4814,1/12/2014,bottled beer,Thu,Winter,Yes
3277,28/08/2014,yogurt,Fri,Winter,Yes
4272,6/05/2014,whole milk,Sat,Winter,Yes
3363,6/08/2014,rolls/buns,Sun,Winter,Yes
1896,16/12/2014,dish cleaner,Mon,Winter,Yes
2524,13/10/2014,semi-finished bread,Tue,Winter,Yes
4243,2/07/2014,chocolate,Wed,Winter,Yes
4930,13/08/2014,other vegetables,Thu,Winter,Yes
3465,27/01/2014,shopping bags,Fri,Winter,Yes
3938,16/08/2014,bottled water,Sat,Winter,Yes
2849,11/02/2014,herbs,Sun,Winter,Yes
1894,19/08/2014,waffles,Mon,Winter,Yes
2738,11/02/2014,pot plants,Tue,Winter,Yes
1000,24/06/2014,pastry,Wed,Winter,Yes
2626,14/02/2014,yogurt,Thu,Winter,Yes
4216,17/11/2014,whole milk,Fri,Winter,Yes
1810,9/06/2014,bottled water,Sat,Winter,Yes
1125,30/05/2014,margarine,Sun,Winter,Yes
4392,10/07/2014,specialty bar,Mon,Winter,Yes
3957,19/07/2014,root vegetables,Tue,Winter,Yes
4084,28/09/2014,cream cheese ,Wed,Winter,Yes
3672,19/06/2014,UHT-milk,Thu,Winter,Yes
3531,18/03/2014,pastry,Fri,Winter,Yes
2066,5/02/2014,flour,Sat,Winter,Yes
4376,23/07/2014,domestic eggs,Sun,Winter,Yes
1662,27/01/2014,sugar,Mon,Winter,Yes
3728,17/06/2014,other vegetables,Tue,Winter,Yes
2045,2/04/2014,other vegetables,Wed,Winter,Yes
2067,5/04/2014,bottled water,Thu,Winter,Yes
3743,16/10/2014,curd,Fri,Winter,Yes
1735,22/04/2014,rolls/buns,Sat,Winter,Yes
1547,7/07/2014,whole milk,Sun,Winter,Yes
2451,26/02/2014,hard cheese,Mon,Winter,Yes
1661,2/03/2014,salty snack,Tue,Winter,Yes
2365,29/11/2014,waffles,Wed,Winter,Yes
4932,14/05/2014,soda,Thu,Winter,Yes
2310,31/10/2014,instant coffee,Fri,Winter,Yes
2138,3/11/2014,yogurt,Sat,Winter,Yes
2903,8/05/2014,other vegetables,Sun,Winter,Yes
1512,3/06/2014,rolls/buns,Mon,Winter,Yes
3204,16/12/2014,popcorn,Tue,Winter,Yes
3324,10/11/2014,chewing gum,Wed,Winter,Yes
1653,29/05/2014,long life bakery product,Thu,Winter,Yes
1428,23/08/2014,soda,Fri,Winter,Yes
4598,5/11/2014,yogurt,Sat,Winter,Yes
4233,18/08/2014,cleaner,Sun,Winter,Yes
4130,24/10/2014,yogurt,Mon,Winter,Yes
3537,21/06/2014,cream cheese ,Tue,Winter,Yes
3475,23/12/2014,yogurt,Wed,Winter,Yes
2799,24/09/2014,cat food,Thu,Winter,Yes
1188,21/11/2014,bottled beer,Fri,Winter,Yes
1747,17/09/2014,whipped/sour cream,Sat,Winter,Yes
4782,17/04/2014,rolls/buns,Sun,Winter,Yes
1609,21/12/2014,sugar,Mon,Winter,Yes
1077,7/10/2014,butter,Tue,Winter,Yes
1190,24/04/2014,bottled beer,Wed,Winter,Yes
2746,13/02/2014,curd,Thu,Winter,Yes
2556,11/11/2014,specialty bar,Fri,Winter,Yes
2351,18/09/2014,domestic eggs,Sat,Winter,Yes
3570,14/09/2014,oil,Sun,Winter,Yes
2550,24/12/2014,whole milk,Mon,Winter,Yes
2031,20/03/2014,bottled water,Tue,Winter,Yes
2160,28/06/2014,specialty chocolate,Wed,Winter,Yes
1420,25/03/2014,cat food,Thu,Winter,Yes
2960,28/11/2014,dishes,Fri,Winter,Yes
3334,27/03/2014,vinegar,Sat,Winter,Yes
3840,31/10/2014,herbs,Sun,Winter,Yes
3516,18/01/2014,rolls/buns,Mon,Winter,Yes
3435,30/07/2014,rice,Tue,Winter,Yes
2428,1/04/2014,soda,Wed,Winter,Yes
3639,23/07/2014,yogurt,Thu,Winter,Yes
4173,14/02/2014,whipped/sour cream,Fri,Winter,Yes
4275,3/04/2014,dishes,Sat,Winter,Yes
2320,22/04/2014,flour,Sun,Winter,Yes
2522,8/08/2014,hard cheese,Mon,Winter,Yes
2399,18/08/2014,pastry,Tue,Winter,Yes
4097,20/06/2014,ice cream,Wed,Winter,Yes
1517,11/09/2014,hygiene articles,Thu,Winter,Yes
4187,16/04/2014,pastry,Fri,Winter,Yes
2553,16/08/2014,flower soil/fertilizer,Sat,Winter,Yes
4164,27/03/2014,whole milk,Sun,Winter,Yes
3123,17/10/2014,bottled beer,Mon,Winter,Yes
1466,13/07/2014,candy,Tue,Winter,Yes
4105,26/10/2014,onions,Wed,Winter,Yes
3530,21/03/2014,specialty chocolate,Thu,Winter,Yes
2960,11/03/2014,shopping bags,Fri,Winter,Yes
2676,6/10/2014,soda,Sat,Winter,Yes
4318,28/08/2014,butter milk,Sun,Winter,Yes
2956,7/08/2014,yogurt,Mon,Winter,Yes
1360,17/06/2014,processed cheese,Tue,Winter,Yes
2285,6/07/2014,UHT-milk,Wed,Winter,Yes
4117,12/07/2014,liquor,Thu,Winter,Yes
3009,27/01/2014,semi-finished bread,Fri,Winter,Yes
1069,20/05/2014,fruit/vegetable juice,Sat,Winter,Yes
1194,27/02/2014,napkins,Sun,Winter,Yes
4406,21/03/2014,ice cream,Mon,Winter,Yes
2028,2/05/2014,flower (seeds),Tue,Winter,Yes
1500,1/04/2014,fruit/vegetable juice,Wed,Winter,Yes
2617,27/05/2014,frozen vegetables,Thu,Winter,Yes
2545,11/10/2014,domestic eggs,Fri,Winter,Yes
3356,21/02/2014,frozen vegetables,Sat,Winter,Yes
3557,6/05/2014,brown bread,Sun,Winter,Yes
1311,14/01/2014,rolls/buns,Mon,Winter,Yes
4803,16/01/2014,pickled vegetables,Tue,Winter,Yes
3685,20/07/2014,soda,Wed,Winter,Yes
4206,4/04/2014,root vegetables,Thu,Winter,Yes
1457,15/04/2014,hard cheese,Fri,Winter,Yes
4610,18/11/2014,candy,Sat,Winter,Yes
2802,14/09/2014,condensed milk,Sun,Winter,Yes
3232,9/07/2014,red/blush wine,Mon,Winter,Yes
1623,12/01/2014,soda,Tue,Winter,Yes
2029,27/05/2014,bottled water,Wed,Winter,Yes
2180,18/12/2014,butter,Thu,Winter,Yes
4654,3/08/2014,shopping bags,Fri,Winter,Yes
3462,16/12/2014,specialty cheese,Sat,Winter,Yes
2279,11/04/2014,salty snack,Sun,Winter,Yes
2027,9/10/2014,cling film/bags,Mon,Winter,Yes
2667,22/10/2014,domestic eggs,Tue,Winter,Yes
1379,27/02/2014,fruit/vegetable juice,Wed,Winter,Yes
4025,10/04/2014,yogurt,Thu,Winter,Yes
2958,27/04/2014,softener,Fri,Winter,Yes
4349,22/11/2014,brown bread,Sat,Winter,Yes
2850,27/02/2014,rolls/buns,Sun,Winter,Yes
2306,26/02/2014,shopping bags,Mon,Winter,Yes
4941,8/02/2014,pasta,Tue,Winter,Yes
1788,19/09/2014,brown bread,Wed,Winter,Yes
2398,18/06/2014,rolls/buns,Thu,Winter,Yes
4046,31/03/2014,shopping bags,Fri,Winter,Yes
3976,25/10/2014,pasta,Sat,Winter,Yes
1905,22/04/2014,cream cheese ,Sun,Winter,Yes
4897,23/03/2014,frozen potato products,Mon,Winter,Yes
2237,1/01/2014,Instant food products,Tue,Winter,Yes
3649,30/05/2014,soda,Wed,Winter,Yes
1699,25/01/2014,hygiene articles,Thu,Winter,Yes
1504,14/10/2014,whole milk,Fri,Winter,Yes
4488,26/04/2014,soda,Sat,Winter,Yes
1082,20/03/2014,hygiene articles,Sun,Winter,Yes
1966,20/09/2014,white bread,Mon,Winter,Yes
2169,5/02/2014,long life bakery product,Tue,Winter,Yes
1711,15/12/2014,yogurt,Wed,Winter,Yes
1827,30/09/2014,curd,Thu,Winter,Yes
4389,7/10/2014,brown bread,Fri,Winter,Yes
2625,6/09/2014,yogurt,Sat,Winter,Yes
3984,2/09/2014,soft cheese,Sun,Winter,Yes
4709,24/05/2014,other vegetables,Mon,Winter,Yes
3115,30/01/2014,other vegetables,Tue,Winter,Yes
4319,10/03/2014,shopping bags,Wed,Winter,Yes
2183,29/12/2014,yogurt,Thu,Winter,Yes
2338,22/09/2014,canned beer,Fri,Winter,Yes
2156,8/05/2014,domestic eggs,Sat,Winter,Yes
2298,28/08/2014,yogurt,Sun,Winter,Yes
4472,11/10/2014,Instant food products,Mon,Winter,Yes
4835,5/12/2014,margarine,Tue,Winter,Yes
3581,9/06/2014,rolls/buns,Wed,Winter,Yes
4682,21/04/2014,toilet cleaner,Thu,Winter,Yes
2149,13/07/2014,bathroom cleaner,Fri,Winter,Yes
2990,16/07/2014,kitchen towels,Sat,Winter,Yes
2439,28/05/2014,dog food,Sun,Winter,Yes
4406,11/07/2014,soda,Mon,Winter,Yes
2463,6/12/2014,soda,Tue,Winter,Yes
4047,4/04/2014,shopping bags,Wed,Winter,Yes
1343,7/02/2014,whole milk,Thu,Winter,Yes
2628,2/12/2014,candy,Fri,Winter,Yes
3467,8/11/2014,citrus fruit,Sat,Winter,Yes
3320,21/01/2014,rolls/buns,Sun,Winter,Yes
3126,2/12/2014,whole milk,Mon,Winter,Yes
4991,19/05/2014,shopping bags,Tue,Winter,Yes
4317,28/01/2014,ice cream,Wed,Winter,Yes
3332,21/09/2014,domestic eggs,Thu,Winter,Yes
4487,14/06/2014,cat food,Fri,Winter,Yes
1864,3/01/2014,butter,Sat,Winter,Yes
2812,28/08/2014,whipped/sour cream,Sun,Winter,Yes
1561,19/01/2014,cream cheese ,Mon,Winter,Yes
2555,26/04/2014,brown bread,Tue,Winter,Yes
3517,21/09/2014,domestic eggs,Wed,Winter,Yes
4972,30/07/2014,liquor,Thu,Winter,Yes
4081,11/01/2014,domestic eggs,Fri,Winter,Yes
4336,28/11/2014,chocolate,Sat,Winter,Yes
4193,14/06/2014,shopping bags,Sun,Winter,Yes
1944,10/08/2014,cake bar,Mon,Winter,Yes
1086,27/07/2014,soda,Tue,Winter,Yes
4518,31/08/2014,yogurt,Wed,Winter,Yes
1362,3/01/2014,mustard,Thu,Winter,Yes
1297,6/07/2014,house keeping products,Fri,Winter,Yes
4809,13/07/2014,sugar,Sat,Winter,Yes
3720,9/08/2014,margarine,Sun,Winter,Yes
4946,24/06/2014,other vegetables,Mon,Winter,Yes
1399,10/12/2014,canned vegetables,Tue,Winter,Yes
3548,15/06/2014,shopping bags,Wed,Winter,Yes
2791,21/11/2014,photo/film,Thu,Winter,Yes
3541,21/02/2014,pickled vegetables,Fri,Winter,Yes
2694,9/05/2014,pastry,Sat,Winter,Yes
4449,11/12/2014,salty snack,Sun,Winter,Yes
2288,5/12/2014,sliced cheese,Mon,Winter,Yes
1426,20/03/2014,yogurt,Tue,Winter,Yes
4126,22/04/2014,brown bread,Wed,Winter,Yes
2960,14/11/2014,berries,Thu,Winter,Yes
3921,18/06/2014,cream cheese ,Fri,Winter,Yes
3931,26/10/2014,long life bakery product,Sat,Winter,Yes
3183,10/12/2014,grapes,Sun,Winter,Yes
4172,16/02/2014,whipped/sour cream,Mon,Winter,Yes
1767,18/12/2014,shopping bags,Tue,Winter,Yes
4665,3/12/2014,cat food,Wed,Winter,Yes
3386,18/03/2014,pasta,Thu,Winter,Yes
3731,29/06/2014,brown bread,Fri,Winter,Yes
1478,26/12/2014,cream cheese ,Sat,Winter,Yes
3306,21/07/2014,yogurt,Sun,Winter,Yes
1204,23/06/2014,pastry,Mon,Winter,Yes
1611,18/03/2014,yogurt,Tue,Winter,Yes
4555,19/12/2014,brown bread,Wed,Winter,Yes
1612,25/12/2014,ice cream,Thu,Winter,Yes
2217,14/09/2014,long life bakery product,Fri,Winter,Yes
1869,20/12/2014,misc. beverages,Sat,Winter,Yes
3384,13/11/2014,soda,Sun,Winter,Yes
4875,5/06/2014,chocolate,Mon,Winter,Yes
3157,10/07/2014,Instant food products,Tue,Winter,Yes
2973,21/10/2014,waffles,Wed,Winter,Yes
3007,1/04/2014,yogurt,Thu,Winter,Yes
1230,16/03/2014,sliced cheese,Fri,Winter,Yes
1522,30/01/2014,margarine,Sat,Winter,Yes
3714,15/02/2014,domestic eggs,Sun,Winter,Yes
2110,22/11/2014,newspapers,Mon,Winter,Yes
3051,25/05/2014,salty snack,Tue,Winter,Yes
3790,24/04/2014,yogurt,Wed,Winter,Yes
3851,11/08/2014,chocolate,Thu,Winter,Yes
4498,22/07/2014,frozen meals,Fri,Winter,Yes
1182,30/09/2014,red/blush wine,Sat,Winter,Yes
2694,21/02/2014,hard cheese,Sun,Winter,Yes
4099,23/05/2014,Instant food products,Mon,Winter,Yes
2229,24/07/2014,pastry,Tue,Winter,Yes
2618,12/01/2014,salty snack,Wed,Winter,Yes
4902,30/05/2014,butter,Thu,Winter,Yes
1746,23/10/2014,cream cheese ,Fri,Winter,Yes
2424,28/09/2014,pickled vegetables,Sat,Winter,Yes
2922,23/02/2014,photo/film,Sun,Winter,Yes
4030,29/05/2014,margarine,Mon,Winter,Yes
3107,27/02/2014,rolls/buns,Tue,Winter,Yes
1996,22/09/2014,soda,Wed,Winter,Yes
3613,25/01/2014,shopping bags,Thu,Winter,Yes
2423,31/07/2014,ice cream,Fri,Winter,Yes
4384,6/09/2014,UHT-milk,Sat,Winter,Yes
2856,24/12/2014,sparkling wine,Sun,Winter,Yes
1437,15/03/2014,domestic eggs,Mon,Winter,Yes
4116,23/05/2014,pastry,Tue,Winter,Yes
2143,17/12/2014,frozen vegetables,Wed,Winter,Yes
4013,23/12/2014,popcorn,Thu,Winter,Yes
2011,14/08/2014,soda,Fri,Winter,Yes
3011,27/06/2014,frozen vegetables,Sat,Winter,Yes
4259,16/12/2014,ice cream,Sun,Winter,Yes
3750,30/09/2014,yogurt,Mon,Winter,Yes
3633,12/07/2014,shopping bags,Tue,Winter,Yes
4544,8/12/2014,pot plants,Wed,Winter,Yes
2314,9/02/2014,candy,Thu,Winter,Yes
2287,27/10/2014,chocolate,Fri,Winter,Yes
2166,4/05/2014,red/blush wine,Sat,Winter,Yes
1162,20/08/2014,salty snack,Sun,Winter,Yes
4215,3/04/2014,liquor (appetizer),Mon,Winter,Yes
4666,1/02/2014,dessert,Tue,Winter,Yes
3790,9/06/2014,yogurt,Wed,Winter,Yes
3650,23/12/2014,frozen vegetables,Thu,Winter,Yes
3309,30/01/2014,domestic eggs,Fri,Winter,Yes
1501,28/08/2014,butter,Sat,Winter,Yes
4580,12/10/2014,coffee,Sun,Winter,Yes
4942,1/01/2014,frozen vegetables,Mon,Winter,Yes
1169,4/01/2014,bottled water,Tue,Winter,Yes
1217,21/07/2014,sugar,Wed,Winter,Yes
4750,3/05/2014,brown bread,Thu,Winter,Yes
4870,1/07/2014,bottled water,Fri,Winter,Yes
4194,21/07/2014,whole milk,Sat,Winter,Yes
3629,22/11/2014,rolls/buns,Sun,Winter,Yes
1143,14/07/2014,soda,Mon,Winter,Yes
2600,12/07/2014,berries,Tue,Winter,Yes
4432,1/09/2014,butter,Wed,Winter,Yes
1147,1/05/2014,whole milk,Thu,Winter,Yes
4508,29/11/2014,white bread,Fri,Winter,Yes
3130,1/02/2014,yogurt,Sat,Winter,Yes
3181,17/07/2014,butter milk,Sun,Winter,Yes
3830,14/11/2014,coffee,Mon,Winter,Yes
